path,full_duration_ms,sound_duration_ms,n_pulses,pulse_rate_hz,pulse_strength,rms,centroid_hz,bandwidth_hz,dominant_hz,flatness,class
data/annotated/test/click/01-220302_1212_Ch4_click_55.wav,2.73,2.73,1,0.0,0.0,2e-05,669.57,497.93,366.41,0.16,click
data/annotated/test/click/01-220302_1212_Ch4_click_56.wav,1.96,2.0,1,0.0,0.0,2e-05,705.74,307.42,510.64,0.28,click
data/annotated/test/click/01-220302_1212_Ch4_click_57.wav,2.86,2.86,1,0.0,0.0,2e-05,865.56,461.08,349.09,0.72,click
data/annotated/test/click/01-220302_1212_Ch4_click_58.wav,2.26,2.26,1,0.0,0.0,2e-05,823.03,484.08,442.4,0.46,click
data/annotated/test/click/01-220302_1212_Ch4_click_59.wav,3.22,3.22,1,400.0,0.066,2e-05,651.91,401.43,310.68,0.22,click
data/annotated/test/click/01-220302_1212_Ch4_click_6.wav,2.44,2.44,1,0.0,0.0,1e-05,1104.21,481.76,1641.03,0.9,click
data/annotated/test/click/01-220302_1212_Ch4_click_60.wav,1.9,2.0,1,0.0,0.0,3e-05,691.21,291.6,527.47,0.19,click
data/annotated/test/click/01-220302_1212_Ch4_click_61.wav,1.8,2.0,1,0.0,0.0,1e-05,936.39,444.31,554.91,0.73,click
data/annotated/test/click/01-220302_1212_Ch4_click_62.wav,1.94,2.0,1,0.0,0.0,2e-05,963.34,445.22,516.13,0.88,click
data/annotated/test/click/01-220302_1212_Ch4_click_63.wav,3.22,3.22,1,400.0,-0.137,1e-05,1028.33,379.9,932.04,0.33,click
data/annotated/test/click/01-220302_1212_Ch4_click_64.wav,1.75,2.0,1,0.0,0.0,3e-05,808.08,398.11,571.43,0.33,click
data/annotated/test/click/01-220302_1212_Ch4_click_65.wav,2.57,2.57,1,0.0,0.0,1e-05,756.85,406.92,777.33,0.22,click
data/annotated/test/click/01-220302_1212_Ch4_click_66.wav,1.98,2.0,1,0.0,0.0,2e-05,727.91,321.88,505.26,0.36,click
data/annotated/test/click/01-220302_1212_Ch4_click_67.wav,2.55,2.55,1,0.0,0.0,3e-05,664.4,431.94,391.84,0.14,click
data/annotated/test/click/01-220302_1212_Ch4_click_68.wav,1.85,2.0,1,0.0,0.0,2e-05,1065.62,381.3,1078.65,0.79,click
data/annotated/test/click/01-220302_1212_Ch4_click_69.wav,2.64,2.64,1,0.0,0.0,1e-05,1012.37,507.33,758.89,0.76,click
data/annotated/test/click/01-220302_1212_Ch4_click_7.wav,1.33,2.0,1,0.0,0.0,1e-05,1099.66,374.14,750.0,0.99,click
data/annotated/test/click/01-220302_1212_Ch4_click_70.wav,1.7,2.0,1,0.0,0.0,2e-05,1132.28,469.96,588.96,0.98,click
data/annotated/test/click/01-220302_1212_Ch4_click_71.wav,2.59,2.59,1,0.0,0.0,2e-05,964.46,523.49,385.54,0.72,click
data/annotated/test/click/01-220302_1212_Ch4_click_72.wav,1.09,2.0,1,0.0,0.0,2e-05,1171.33,411.02,914.29,0.68,click
data/annotated/test/click/01-220302_1212_Ch4_click_73.wav,2.55,2.55,1,0.0,0.0,2e-05,1022.48,415.82,1175.51,0.51,click
data/annotated/test/click/01-220302_1212_Ch4_click_74.wav,1.59,2.0,1,0.0,0.0,2e-05,1230.0,488.25,1254.9,0.96,click
data/annotated/test/click/01-220302_1212_Ch4_click_75.wav,1.79,2.0,1,0.0,0.0,1e-05,1009.8,385.01,1116.28,0.71,click
data/annotated/test/click/01-220302_1212_Ch4_click_76.wav,1.65,2.0,1,0.0,0.0,2e-05,985.57,480.23,607.59,0.63,click
data/annotated/test/click/01-220302_1212_Ch4_click_77.wav,2.99,2.99,1,0.0,0.0,2e-05,764.13,525.0,334.49,0.34,click
data/annotated/test/click/01-220302_1212_Ch4_click_78.wav,2.59,2.59,1,0.0,0.0,1e-05,1082.78,573.98,771.08,0.83,click
data/annotated/test/click/01-220302_1212_Ch4_click_79.wav,1.6,2.0,1,0.0,0.0,3e-05,1034.73,471.82,623.38,0.7,click
data/annotated/test/click/01-220302_1212_Ch4_click_8.wav,2.26,2.26,1,0.0,0.0,4e-05,922.72,497.41,442.4,0.53,click
data/annotated/test/click/01-220302_1212_Ch4_click_80.wav,2.85,2.85,1,0.0,0.0,1e-05,1177.34,476.01,1401.46,0.84,click
data/annotated/test/click/01-220302_1212_Ch4_click_81.wav,2.01,2.01,1,0.0,0.0,1e-05,990.63,415.59,994.82,0.38,click
data/annotated/test/click/01-220302_1212_Ch4_click_82.wav,1.28,2.0,1,0.0,0.0,2e-05,1135.37,388.64,780.49,0.98,click
data/annotated/test/click/01-220302_1212_Ch4_click_83.wav,3.02,3.02,1,400.0,-0.299,1e-05,784.44,513.21,331.03,0.35,click
data/annotated/test/click/01-220302_1212_Ch4_click_84.wav,1.53,2.0,1,0.0,0.0,3e-05,1062.23,480.7,653.06,0.65,click
data/annotated/test/click/01-220302_1212_Ch4_click_85.wav,2.49,2.49,1,0.0,0.0,1e-05,897.66,430.62,401.67,0.88,click
data/annotated/test/click/01-220302_1212_Ch4_click_86.wav,1.51,2.0,1,0.0,0.0,4e-05,772.63,313.2,662.07,0.08,click
data/annotated/test/click/01-220302_1212_Ch4_click_87.wav,1.67,2.0,1,0.0,0.0,1e-05,1086.59,427.62,1200.0,0.77,click
data/annotated/test/click/01-220302_1212_Ch4_click_88.wav,1.8,2.0,1,0.0,0.0,2e-05,1058.39,450.16,554.91,0.97,click
data/annotated/test/click/01-220302_1212_Ch4_click_89.wav,2.0,2.0,1,0.0,0.0,1e-05,805.65,446.1,500.0,0.25,click
data/annotated/test/click/01-220302_1212_Ch4_click_9.wav,1.54,2.0,1,0.0,0.0,2e-05,1121.52,482.96,648.65,0.78,click
data/annotated/test/click/01-220302_1212_Ch4_click_90.wav,1.85,2.0,1,0.0,0.0,2e-05,898.7,473.2,539.33,0.48,click
data/annotated/test/click/01-220302_1212_Ch4_click_91.wav,2.5,2.5,1,0.0,0.0,2e-05,1001.95,492.93,400.0,0.69,click
data/annotated/test/click/01-220302_1212_Ch4_click_92.wav,1.95,2.0,1,0.0,0.0,1e-05,992.03,405.51,1026.74,0.97,click
data/annotated/test/click/01-220302_1212_Ch4_click_93.wav,2.04,2.04,1,0.0,0.0,1e-05,1188.69,541.49,979.59,0.56,click
data/annotated/test/click/01-220302_1212_Ch4_click_94.wav,1.92,2.0,1,0.0,0.0,1e-05,1039.85,397.83,1043.48,0.94,click
data/annotated/test/click/01-220302_1212_Ch4_click_95.wav,3.57,3.57,1,400.0,0.132,2e-05,944.43,484.57,559.77,0.61,click
data/annotated/test/click/01-220302_1212_Ch4_click_96.wav,1.75,2.0,1,0.0,0.0,1e-05,776.34,336.86,571.43,0.25,click
data/annotated/test/click/01-220302_1212_Ch4_click_97.wav,2.81,2.81,1,0.0,0.0,2e-05,811.77,456.62,355.56,0.46,click
data/annotated/test/click/01-220302_1212_Ch4_click_98.wav,1.79,2.0,1,0.0,0.0,4e-05,988.58,476.72,558.14,0.77,click
data/annotated/test/click/01-220302_1212_Ch4_click_99.wav,1.01,2.0,1,0.0,0.0,2e-05,1835.14,349.21,1979.38,0.33,click
data/annotated/test/click/01-220302_1255_Ch4_click_1.wav,2.34,2.34,1,0.0,0.0,1e-05,948.16,430.76,853.33,0.82,click
data/annotated/test/click/01-220302_1255_Ch4_click_10.wav,2.31,2.31,1,0.0,0.0,1e-05,1193.2,497.92,1729.73,0.87,click
data/annotated/test/click/01-220302_1255_Ch4_click_11.wav,1.8,2.0,1,0.0,0.0,2e-05,722.32,343.69,554.91,0.2,click
data/annotated/test/click/01-220302_1255_Ch4_click_12.wav,1.46,2.0,1,0.0,0.0,1e-05,737.06,180.47,685.71,0.16,click
data/annotated/test/click/01-220302_1255_Ch4_click_13.wav,2.58,2.58,1,0.0,0.0,2e-05,966.43,454.75,774.19,0.64,click
data/annotated/test/click/01-220302_1255_Ch4_click_14.wav,1.8,2.0,1,0.0,0.0,2e-05,810.74,408.71,554.91,0.38,click
data/annotated/test/click/01-220302_1255_Ch4_click_15.wav,2.15,2.15,1,0.0,0.0,2e-05,1047.07,486.94,1398.06,0.76,click
data/annotated/test/click/01-220302_1255_Ch4_click_16.wav,2.43,2.43,1,0.0,0.0,1e-05,1128.68,462.27,1648.07,0.84,click
data/annotated/test/click/01-220302_1255_Ch4_click_17.wav,1.33,2.0,1,0.0,0.0,1e-05,1197.78,367.87,1500.0,0.93,click
data/annotated/test/click/01-220302_1255_Ch4_click_18.wav,2.01,2.01,1,0.0,0.0,2e-05,868.28,516.91,497.41,0.36,click
data/annotated/test/click/01-220302_1255_Ch4_click_19.wav,2.32,2.32,1,0.0,0.0,2e-05,798.03,509.26,430.49,0.32,click
data/annotated/test/click/01-220302_1255_Ch4_click_2.wav,1.56,2.0,1,0.0,0.0,2e-05,1244.59,542.36,640.0,0.96,click
data/annotated/test/click/01-220302_1255_Ch4_click_20.wav,1.8,2.0,1,0.0,0.0,1e-05,1123.28,420.61,1109.83,0.93,click
data/annotated/test/click/01-220302_1255_Ch4_click_21.wav,2.47,2.47,1,0.0,0.0,1e-05,1168.18,404.42,1215.19,0.73,click
data/annotated/test/click/01-220302_1255_Ch4_click_22.wav,1.46,2.0,1,0.0,0.0,3e-05,857.26,296.99,685.71,0.6,click
data/annotated/test/click/01-220302_1255_Ch4_click_23.wav,1.36,2.0,1,0.0,0.0,2e-05,1098.32,366.41,732.82,1.0,click
data/annotated/test/click/01-220302_1255_Ch4_click_24.wav,2.55,2.55,1,0.0,0.0,1e-05,845.86,467.91,391.84,0.42,click
data/annotated/test/other/01-220217_1037_Ch4_other_1.wav,6000.0,5696.79,452,400.0,0.8,0.00013,566.34,444.45,131.3,0.08,other
data/annotated/test/other/01-220217_1037_Ch4_other_2.wav,1018.05,1017.65,217,24.7,0.446,2e-05,846.26,510.91,100.23,0.22,other
data/annotated/test/other/01-220217_1037_Ch4_other_3.wav,641.19,641.19,151,400.0,0.352,1e-05,962.87,530.62,99.81,0.3,other
data/annotated/test/other/01-220217_1037_Ch4_other_4.wav,371.16,371.16,76,50.0,0.448,1e-05,932.56,560.15,99.69,0.26,other
data/annotated/test/other/01-220217_1037_Ch4_other_5.wav,380.49,380.49,84,50.0,0.455,1e-05,842.14,533.43,99.87,0.24,other
data/annotated/test/other/01-220217_1120_Ch4_other_1.wav,710.22,710.12,57,400.0,0.637,2e-05,943.57,524.66,99.98,0.21,other
data/annotated/test/other/01-220217_1120_Ch4_other_2.wav,566.68,566.68,85,400.0,0.451,2e-05,1116.12,524.37,100.59,0.27,other
data/annotated/test/other/01-220217_1120_Ch4_other_3.wav,351.27,350.05,47,400.0,0.589,2e-05,946.65,470.55,99.99,0.24,other
data/annotated/test/other/01-220217_1120_Ch4_other_4.wav,146.15,146.15,36,400.0,0.555,2e-05,838.38,601.33,82.11,0.17,other
data/annotated/test/other/01-220217_1120_Ch4_other_5.wav,457.44,453.73,25,400.0,0.521,2e-05,1000.12,496.0,99.18,0.24,other
data/annotated/test/other/01-220217_1120_Ch4_other_6.wav,1209.25,1208.84,215,55.6,0.297,2e-05,806.89,502.34,100.1,0.15,other
data/annotated/test/other/01-220217_1120_Ch4_other_7.wav,1239.57,1239.57,268,25.0,0.436,1e-05,955.13,543.83,100.03,0.26,other
data/annotated/test/other/01-220217_1120_Ch4_other_8.wav,6000.0,5392.64,153,400.0,0.81,0.0002,523.8,460.78,143.16,0.06,other
data/annotated/test/other/01-220218_1151_Ch4_other_1.wav,2085.08,2085.08,455,16.5,0.283,1e-05,843.99,489.38,100.24,0.25,other
data/annotated/test/other/01-220218_1151_Ch4_other_2.wav,160.92,160.92,34,400.0,0.206,1e-05,724.53,544.04,99.43,0.26,other
data/annotated/test/other/01-220218_1234_Ch4_other_1.wav,122.53,122.53,27,400.0,0.455,1e-05,994.83,554.76,97.93,0.3,other
data/annotated/test/other/01-220301_1413_Ch4_other_1.wav,100.85,100.85,6,111.1,0.398,4e-05,928.51,539.01,59.49,0.44,other
data/annotated/test/other/01-220301_1413_Ch4_other_2.wav,6000.0,5932.24,30,400.0,0.793,4e-05,756.64,527.52,50.07,0.11,other
data/annotated/test/other/01-220301_1413_Ch6_other_1.wav,6000.0,6000.0,1224,50.0,0.512,0.00012,596.72,534.35,50.0,0.02,other
data/annotated/test/other/01-220301_1456_Ch4_other_1.wav,886.16,886.16,177,100.0,0.907,4e-05,834.84,550.17,50.78,0.06,other
data/annotated/test/other/01-220301_1456_Ch4_other_2.wav,1096.42,1096.42,244,50.0,0.748,4e-05,754.98,542.34,50.16,0.05,other
data/annotated/test/other/01-220301_1456_Ch6_other_1.wav,384.75,383.46,76,51.3,0.541,0.00022,563.47,509.62,52.16,0.03,other
data/annotated/test/other/01-220301_1456_Ch6_other_10.wav,154.09,154.09,33,33.3,0.407,0.00013,553.76,543.49,51.92,0.04,other
data/annotated/test/other/01-220301_1456_Ch6_other_11.wav,120.61,120.61,26,50.0,0.49,0.0001,701.11,531.44,58.04,0.07,other
data/annotated/test/other/01-220301_1456_Ch6_other_12.wav,125.26,125.26,29,50.0,0.602,0.00011,670.67,564.84,55.88,0.07,other
data/annotated/test/other/01-220301_1456_Ch6_other_13.wav,235.2,235.2,42,400.0,0.525,0.00013,469.27,506.1,51.02,0.02,other
data/annotated/test/other/01-220301_1456_Ch6_other_14.wav,472.57,472.57,46,400.0,0.394,0.00013,622.33,496.63,50.79,0.08,other
data/annotated/test/other/01-220301_1456_Ch6_other_2.wav,1040.04,1040.04,215,50.0,0.444,0.0001,561.91,538.42,50.96,0.04,other
data/annotated/test/other/01-220301_1456_Ch6_other_3.wav,2003.79,2003.79,353,400.0,0.527,0.00011,536.08,534.81,50.4,0.03,other
data/annotated/test/other/01-220301_1456_Ch6_other_4.wav,481.84,481.84,108,50.0,0.724,9e-05,714.55,554.84,51.88,0.05,other
data/annotated/test/other/01-220301_1456_Ch6_other_5.wav,203.64,203.64,15,400.0,0.84,0.00023,468.22,475.97,103.13,0.04,other
data/annotated/test/other/01-220301_1456_Ch6_other_6.wav,268.9,268.9,62,400.0,0.521,0.00012,737.24,584.27,52.06,0.15,other
data/annotated/test/other/01-220301_1456_Ch6_other_7.wav,229.02,229.02,43,400.0,0.648,0.00012,549.39,519.91,52.4,0.04,other
data/annotated/test/other/01-220301_1456_Ch6_other_8.wav,150.54,149.56,26,400.0,0.522,0.00012,483.9,458.47,53.49,0.04,other
data/annotated/test/other/01-220301_1456_Ch6_other_9.wav,303.79,303.26,50,400.0,0.581,0.00018,523.05,495.57,52.76,0.03,other
data/annotated/test/other/01-220302_1212_Ch4_other_1.wav,460.67,460.67,106,50.0,0.257,2e-05,959.76,512.07,52.1,0.32,other
data/annotated/test/other/01-220302_1212_Ch4_other_2.wav,466.44,466.19,98,100.0,0.771,3e-05,738.53,553.68,51.48,0.1,other
data/annotated/test/other/01-220302_1212_Ch4_other_3.wav,190.99,161.0,8,400.0,0.659,6e-05,611.3,398.62,521.74,0.09,other
data/annotated/test/other/01-220302_1212_Ch4_other_4.wav,318.14,318.14,74,333.3,0.354,3e-05,830.05,517.6,50.29,0.1,other
data/annotated/test/other/01-220302_1212_Ch4_other_5.wav,722.49,722.49,156,50.0,0.713,3e-05,807.69,545.15,51.21,0.14,other
data/annotated/test/other/01-220302_1212_Ch6_other_1.wav,118.06,118.06,26,50.0,0.392,5e-05,660.71,570.72,50.82,0.11,other
data/annotated/test/other/01-220302_1212_Ch6_other_10.wav,6000.0,5995.43,36,400.0,0.624,9e-05,1006.12,625.22,50.04,0.11,other
data/annotated/test/other/01-220302_1212_Ch6_other_2.wav,6000.0,5902.28,26,400.0,0.803,0.00013,995.27,501.93,50.15,0.17,other
data/annotated/test/other/01-220302_1212_Ch6_other_3.wav,3411.1,2049.93,20,400.0,0.841,0.00019,426.78,444.75,50.25,0.03,other
data/annotated/test/other/01-220302_1212_Ch6_other_4.wav,450.05,449.8,80,100.0,0.804,0.00014,510.53,517.6,51.13,0.02,other
data/annotated/test/other/01-220302_1212_Ch6_other_5.wav,146.51,146.51,32,100.0,0.581,0.0001,686.27,576.27,54.6,0.04,other
data/annotated/test/other/01-220302_1212_Ch6_other_6.wav,365.56,365.56,66,166.7,0.632,0.00013,531.45,514.24,218.84,0.04,other
data/annotated/test/other/01-220302_1212_Ch6_other_7.wav,393.71,393.71,86,50.0,0.491,9e-05,698.41,592.3,50.8,0.03,other
data/annotated/test/other/01-220302_1212_Ch6_other_8.wav,1510.04,654.48,3,400.0,0.624,0.00018,668.77,459.12,50.42,0.19,other
data/annotated/test/other/01-220302_1212_Ch6_other_9.wav,714.27,713.3,151,25.0,0.401,9e-05,888.32,636.78,50.47,0.06,other
data/annotated/test/other/01-220302_1255_Ch4_other_1.wav,152.66,151.82,10,400.0,0.642,4e-05,754.18,452.15,434.72,0.17,other
data/annotated/test/other/01-220302_1255_Ch4_other_10.wav,525.17,525.17,70,400.0,0.548,2e-05,877.81,486.99,51.41,0.28,other
data/annotated/test/other/01-220302_1255_Ch4_other_11.wav,722.54,694.73,48,400.0,0.665,5e-05,1102.57,485.0,1111.22,0.2,other
data/annotated/test/other/01-220302_1255_Ch4_other_2.wav,249.61,248.27,11,400.0,0.704,2e-05,807.03,487.28,447.09,0.3,other
data/annotated/test/other/01-220302_1255_Ch4_other_3.wav,92.74,77.21,5,400.0,0.75,7e-05,842.48,473.79,440.37,0.24,other
data/annotated/test/other/01-220302_1255_Ch4_other_4.wav,191.27,190.77,7,400.0,0.727,3e-05,865.51,439.89,487.5,0.22,other
data/annotated/test/other/01-220302_1255_Ch4_other_5.wav,96.96,96.93,23,42.6,0.19,2e-05,850.35,493.81,51.59,0.36,other
data/annotated/test/other/01-220302_1255_Ch4_other_6.wav,224.59,221.42,16,200.0,0.615,4e-05,828.02,417.08,433.57,0.18,other
data/annotated/test/other/01-220302_1255_Ch4_other_7.wav,813.74,813.74,176,50.0,0.32,2e-05,1003.79,516.99,50.38,0.26,other
data/annotated/test/other/01-220302_1255_Ch4_other_8.wav,81.74,81.74,15,400.0,0.527,3e-05,763.65,452.69,464.89,0.14,other
data/annotated/test/other/01-220302_1255_Ch4_other_9.wav,423.45,422.8,6,400.0,0.793,3e-05,811.8,448.01,52.03,0.21,other
data/annotated/test/other/01-220302_1255_Ch6_other_1.wav,81.31,79.27,10,400.0,0.634,0.00015,461.36,508.21,75.69,0.03,other
data/annotated/test/other/01-220302_1255_Ch6_other_10.wav,2704.17,504.03,36,111.1,0.659,0.00203,1110.12,440.06,1196.35,0.14,other
data/annotated/test/other/01-220302_1255_Ch6_other_2.wav,40.83,40.83,9,400.0,0.526,0.00011,626.85,514.2,122.45,0.15,other
data/annotated/test/other/01-220302_1255_Ch6_other_3.wav,181.72,165.16,11,400.0,0.928,0.00017,292.54,407.96,96.88,0.0,other
data/annotated/test/other/01-220302_1255_Ch6_other_4.wav,107.32,102.47,18,400.0,0.843,0.00018,436.41,514.84,97.59,0.02,other
data/annotated/test/other/01-220302_1255_Ch6_other_5.wav,4829.15,4829.15,1008,7.1,0.506,5e-05,791.0,577.63,50.11,0.07,other
data/annotated/test/other/01-220302_1255_Ch6_other_6.wav,268.73,268.73,52,400.0,0.252,5e-05,938.09,550.11,52.1,0.23,other
data/annotated/test/other/01-220302_1255_Ch6_other_7.wav,193.03,193.03,41,400.0,0.43,6e-05,790.22,572.39,51.81,0.09,other
data/annotated/test/other/01-220302_1255_Ch6_other_8.wav,4182.16,1076.86,27,250.0,0.806,0.00028,1158.44,455.33,1423.58,0.16,other
data/annotated/test/other/01-220302_1255_Ch6_other_9.wav,423.9,423.9,94,50.0,0.393,5e-05,768.18,547.38,51.9,0.13,other
data/annotated/test/other/01-220303_1221_Ch6_other_1.wav,142.06,142.06,34,400.0,0.55,8e-05,925.91,581.81,56.31,0.22,other
data/annotated/test/other/01-220303_1221_Ch6_other_2.wav,75.57,75.57,20,400.0,0.397,9e-05,924.14,626.52,52.93,0.15,other
data/annotated/test/other/01-220303_1221_Ch6_other_3.wav,132.72,132.48,22,400.0,0.492,0.00015,600.17,603.81,52.84,0.08,other
data/annotated/test/other/01-220303_1304_Ch6_other_1.wav,4597.57,4577.26,31,400.0,0.455,0.00011,815.98,456.66,50.03,0.12,other
data/annotated/test/other/01-220402_1615_Ch6_other_1.wav,391.83,391.83,89,50.0,0.662,8e-05,880.6,564.73,51.04,0.09,other
data/annotated/test/other/01-220402_1615_Ch6_other_2.wav,635.18,635.18,141,50.0,0.713,7e-05,845.77,570.44,50.38,0.07,other
data/annotated/test/other/01-220402_1615_Ch6_other_3.wav,1803.68,1803.68,421,25.0,0.772,7e-05,907.91,572.44,50.45,0.08,other
data/annotated/test/other/01-220402_1615_Ch6_other_4.wav,1215.07,1215.07,270,50.0,0.748,7e-05,879.01,569.67,50.2,0.06,other
data/annotated/test/other/01-220402_1615_Ch6_other_5.wav,6000.0,5981.08,6,400.0,0.61,8e-05,886.47,583.85,50.16,0.07,other
data/annotated/test/other/01-220402_1636_Ch6_other_1.wav,768.32,768.32,173,50.0,0.517,7e-05,930.46,508.34,50.76,0.19,other
data/annotated/test/other/01-220402_1636_Ch6_other_2.wav,184.77,182.81,9,100.0,0.482,9e-05,1180.16,667.48,54.7,0.2,other
data/annotated/test/other/01-220402_1636_Ch6_other_3.wav,95.09,92.61,13,400.0,0.892,0.00011,483.92,536.32,97.18,0.02,other
data/annotated/test/other/01-220402_1636_Ch6_other_4.wav,761.71,761.71,171,100.0,0.511,6e-05,777.78,542.84,51.2,0.14,other
data/annotated/test/other/01-220402_1636_Ch6_other_5.wav,2262.53,2260.76,245,50.0,0.581,7e-05,872.73,599.26,50.43,0.09,other
data/annotated/test/other/01-220402_1658_Ch6_other_1.wav,807.29,806.31,161,25.0,0.626,6e-05,857.65,539.19,50.85,0.08,other
data/annotated/test/other/01-220402_1658_Ch6_other_2.wav,2851.47,2841.92,80,100.0,0.608,8e-05,730.66,551.55,50.32,0.07,other
data/annotated/test/other/01-220402_1658_Ch6_other_3.wav,634.64,634.64,156,50.0,0.54,6e-05,937.9,569.16,50.42,0.13,other
data/annotated/test/other/01-220402_1658_Ch6_other_4.wav,808.32,788.94,36,400.0,0.955,0.00015,443.76,522.93,112.81,0.01,other
data/annotated/test/other/01-220402_1658_Ch6_other_5.wav,393.62,393.23,101,50.0,0.571,8e-05,930.76,579.34,50.86,0.07,other
data/annotated/test/other/01-220402_1658_Ch6_other_6.wav,1285.55,1285.55,321,50.0,0.712,7e-05,874.32,575.83,50.56,0.06,other
data/annotated/test/other/01-220404_1129_Ch4_other_1.wav,6000.0,5241.07,38,400.0,0.874,4e-05,913.65,482.58,50.18,0.29,other
data/annotated/test/other/01-220404_1129_Ch6_other_1.wav,138.21,138.21,30,400.0,0.29,0.0001,750.53,567.73,50.65,0.19,other
data/annotated/test/other/01-220404_1129_Ch6_other_10.wav,6000.0,5996.82,13,50.0,0.287,9e-05,996.53,609.69,50.03,0.13,other
data/annotated/test/other/01-220404_1129_Ch6_other_2.wav,414.83,413.9,50,400.0,0.194,9e-05,753.44,548.28,50.74,0.14,other
data/annotated/test/other/01-220404_1129_Ch6_other_3.wav,267.52,267.02,46,400.0,0.386,0.00011,766.77,541.35,52.43,0.23,other
data/annotated/test/other/01-220404_1129_Ch6_other_4.wav,898.08,895.81,77,400.0,0.481,0.0001,668.62,551.75,50.23,0.13,other
data/annotated/test/other/01-220404_1129_Ch6_other_5.wav,1423.88,172.92,5,333.3,0.736,0.00328,294.78,213.73,138.8,0.0,other
data/annotated/test/other/01-220404_1129_Ch6_other_6.wav,6000.0,5995.83,71,400.0,0.463,9e-05,707.16,557.1,50.03,0.12,other
data/annotated/test/other/01-220404_1129_Ch6_other_7.wav,3684.29,3522.77,20,400.0,0.698,0.00016,525.52,505.95,50.24,0.06,other
data/annotated/test/other/01-220404_1129_Ch6_other_8.wav,1580.06,672.86,15,400.0,0.86,0.00115,498.58,443.18,99.57,0.08,other
data/annotated/test/other/01-220404_1129_Ch6_other_9.wav,468.75,468.75,101,100.0,0.335,8e-05,856.76,530.98,51.2,0.26,other
data/annotated/test/other/01-220404_1151_Ch6_other_1.wav,6000.0,5998.2,411,16.7,0.447,9e-05,805.83,625.85,50.02,0.05,other
data/annotated/test/other/01-220405_1200_Ch6_other_1.wav,178.42,177.88,25,250.0,0.569,9e-05,900.3,468.81,50.6,0.24,other
data/annotated/test/other/01-220405_1200_Ch6_other_2.wav,481.0,464.94,11,400.0,0.707,0.00013,622.05,553.89,51.62,0.09,other
data/annotated/test/other/01-220405_1200_Ch6_other_3.wav,244.96,243.68,12,400.0,0.773,0.00016,767.91,602.85,151.84,0.18,other
data/annotated/test/other/01-220405_1200_Ch6_other_4.wav,2789.86,2789.86,624,25.0,0.494,7e-05,891.53,586.39,50.18,0.08,other
data/annotated/test/other/01-220405_1200_Ch6_other_5.wav,574.08,573.89,131,25.0,0.507,7e-05,904.97,657.79,50.53,0.06,other
data/annotated/test/other/01-220405_1200_Ch6_other_6.wav,149.46,141.82,16,400.0,0.789,0.00014,1204.15,370.96,1255.09,0.08,other
data/annotated/test/other/01-220406_1357_Ch6_other_1.wav,332.21,331.8,77,100.0,0.616,8e-05,926.12,571.83,51.24,0.11,other
data/annotated/test/other/01-220406_1357_Ch6_other_2.wav,463.31,463.31,75,400.0,0.644,0.00013,994.65,574.02,51.8,0.08,other
data/annotated/test/other/01-220408_1249_Ch6_other_1.wav,493.07,493.07,111,25.0,0.35,3e-05,815.29,602.77,50.7,0.17,other
data/annotated/test/other/01-220408_1249_Ch6_other_10.wav,158.08,158.08,37,400.0,0.422,3e-05,859.55,598.93,50.61,0.2,other
data/annotated/test/other/01-220408_1249_Ch6_other_11.wav,86.34,86.34,21,23.8,0.238,3e-05,711.46,579.69,57.91,0.18,other
data/annotated/test/other/01-220408_1249_Ch6_other_12.wav,640.04,639.66,135,50.0,0.391,3e-05,765.16,567.31,50.03,0.16,other
data/annotated/test/other/01-220408_1249_Ch6_other_13.wav,762.4,762.4,166,16.7,0.38,3e-05,937.75,612.8,51.15,0.24,other
data/annotated/test/other/01-220408_1249_Ch6_other_14.wav,1930.38,1930.38,390,7.1,0.327,3e-05,890.57,596.68,50.25,0.17,other
data/annotated/test/other/01-220408_1249_Ch6_other_15.wav,502.14,501.56,8,250.0,0.717,5e-05,1108.41,450.99,1042.74,0.1,other
data/annotated/test/other/01-220408_1249_Ch6_other_16.wav,6000.0,2922.55,129,400.0,0.876,0.00423,146.79,126.87,86.91,0.0,other
data/annotated/test/other/01-220408_1249_Ch6_other_17.wav,181.77,181.77,37,50.0,0.302,3e-05,1048.95,630.51,55.01,0.26,other
data/annotated/test/other/01-220408_1249_Ch6_other_18.wav,721.39,718.07,48,400.0,0.617,5e-05,818.77,574.28,50.13,0.21,other
data/annotated/test/other/01-220408_1249_Ch6_other_19.wav,780.56,778.9,50,400.0,0.732,5e-05,625.37,617.55,50.07,0.07,other
data/annotated/test/other/01-220408_1249_Ch6_other_2.wav,153.88,153.78,17,133.3,0.207,4e-05,870.47,525.27,52.02,0.29,other
data/annotated/test/other/01-220408_1249_Ch6_other_20.wav,212.84,212.84,14,400.0,0.699,7e-05,1019.92,584.13,98.66,0.38,other
data/annotated/test/other/01-220408_1249_Ch6_other_21.wav,153.53,153.53,31,117.6,0.208,4e-05,731.33,463.25,52.11,0.23,other
data/annotated/test/other/01-220408_1249_Ch6_other_22.wav,288.62,288.53,30,400.0,0.461,5e-05,751.41,588.27,51.99,0.21,other
data/annotated/test/other/01-220408_1249_Ch6_other_23.wav,223.89,223.89,16,400.0,0.341,6e-05,1067.76,553.27,53.6,0.47,other
data/annotated/test/other/01-220408_1249_Ch6_other_24.wav,2389.99,2389.58,89,400.0,0.577,4e-05,879.18,661.59,50.22,0.18,other
